Empresa;Número do Documento;Ano Fiscal;Data do Documento;Tipo de Documento;Número do Item;Material;Vendedor;Quantidade; Valor em Moeda Local ; Valor em Moeda Estrangeira 
2000;184435;2023;27/03/2023;VF;1;PR037;VD039;9; R$ 1.335,60 ; R$ 1.335,60 
2000;184435;2023;27/03/2023;VF;2;PR028;VD040;2; R$ 499,80 ; R$ 499,80 
1000;184435;2023;27/03/2023;VF;3;PR054;VD012;18; R$ 961,07 ; R$ 961,07 
1000;184436;2023;27/03/2023;VF;1;PR023;VD036;6; R$ 1.514,39 ; R$ 1.514,39 
1000;184437;2023;27/03/2023;VF;1;PR041;VD013;9; R$ 503,98 ; R$ 503,98 
2000;184438;2023;27/03/2023;VF;1;PR012;VD015;10; R$ 518,34 ; R$ 518,34 
1000;184439;2023;27/03/2023;VF;1;PR053;VD021;18; R$ 898,20 ; R$ 898,20 
1000;184440;2023;27/03/2023;VF;1;PR038;VD013;2; R$ 311,52 ; R$ 311,52 
1000;184440;2023;26/03/2023;VF;2;PR009;VD022;12; R$ 1.181,69 ; R$ 1.181,69 
1000;184441;2023;26/03/2023;VF;1;PR019;VD025;14; R$ 705,59 ; R$ 705,59 
1000;184442;2023;25/03/2023;VF;1;PR029;VD018;1; R$ 257,55 ; R$ 257,55 
1000;184443;2023;25/03/2023;VF;1;PR032;VD018;2; R$ 520,00 ; R$ 520,00 
1000;184443;2023;25/03/2023;VF;2;PR048;VD042;2; R$ 585,60 ; R$ 585,60 
2000;184443;2023;24/03/2023;VF;3;PR044;VD042;8; R$ 626,40 ; R$ 626,40 
1000;184444;2023;24/03/2023;VF;1;PR007;VD019;3; R$ 280,89 ; R$ 280,89 
1000;184445;2023;24/03/2023;VF;1;PR018;VD029;20; R$ 717,22 ; R$ 717,22 
1000;184446;2023;23/03/2023;VF;1;PR017;VD028;9; R$ 279,86 ; R$ 279,86 
1000;184447;2023;23/03/2023;VF;1;PR053;VD014;8; R$ 419,16 ; R$ 419,16 
2000;184448;2023;23/03/2023;VF;1;PR059;VD015;1; R$ 181,80 ; R$ 181,80 
2000;184449;2023;22/03/2023;VF;1;PR014;VD018;16; R$ 651,17 ; R$ 651,17 
1000;184449;2023;22/03/2023;VF;2;PR022;VD032;10; R$ 3.150,00 ; R$ 3.150,00 
2000;184450;2023;21/03/2023;VF;1;PR007;VD028;10; R$ 859,00 ; R$ 859,00 
1000;184451;2023;21/03/2023;VF;1;PR035;VD049;8; R$ 775,07 ; R$ 775,07 
2000;184452;2023;20/03/2023;VF;1;PR024;VD037;5; R$ 1.299,50 ; R$ 1.299,50 
1000;184453;2023;20/03/2023;VF;1;PR057;VD033;14; R$ 1.296,36 ; R$ 1.296,36 
1000;184453;2023;19/03/2023;VF;2;PR047;VD037;3; R$ 913,19 ; R$ 913,19 
1000;184453;2023;19/03/2023;VF;3;PR035;VD042;20; R$ 1.937,68 ; R$ 1.937,68 
1000;184453;2023;19/03/2023;VF;4;PR007;VD026;3; R$ 270,59 ; R$ 270,59 
1000;184454;2023;19/03/2023;VF;1;PR002;VD013;5; R$ 373,97 ; R$ 373,97 
1000;184455;2023;19/03/2023;VF;1;PR035;VD036;2; R$ 184,63 ; R$ 184,63 
1000;184456;2023;19/03/2023;VF;1;PR049;VD026;10; R$ 348,74 ; R$ 348,74 
1000;184457;2023;19/03/2023;VF;1;PR048;VD019;14; R$ 4.139,77 ; R$ 4.139,77 
2000;184458;2023;19/03/2023;VF;1;PR058;VD029;5; R$ 918,00 ; R$ 918,00 
1000;184459;2023;19/03/2023;VF;1;PR032;VD038;8; R$ 2.080,00 ; R$ 2.080,00 
1000;184459;2023;19/03/2023;VF;2;PR009;VD032;20; R$ 1.969,48 ; R$ 1.969,48 
1000;184460;2023;19/03/2023;VF;1;PR060;VD032;5; R$ 927,00 ; R$ 927,00 
2000;184460;2023;19/03/2023;VF;2;PR026;VD026;14; R$ 5.290,49 ; R$ 5.290,49 
1000;184461;2023;18/03/2023;VF;1;PR012;VD035;16; R$ 852,82 ; R$ 852,82 
1000;184461;2023;18/03/2023;VF;2;PR036;VD046;5; R$ 514,25 ; R$ 514,25 
1000;184461;2023;18/03/2023;VF;3;PR022;VD011;9; R$ 2.835,00 ; R$ 2.835,00 
1000;184462;2023;18/03/2023;VF;1;PR030;VD023;8; R$ 2.245,54 ; R$ 2.245,54 
1000;184463;2023;18/03/2023;VF;1;PR019;VD039;16; R$ 822,35 ; R$ 822,35 
1000;184464;2023;18/03/2023;VF;1;PR016;VD018;9; R$ 244,76 ; R$ 244,76 
1000;184464;2023;18/03/2023;VF;2;PR014;VD027;10; R$ 410,97 ; R$ 410,97 
1000;184465;2023;18/03/2023;VF;1;PR044;VD025;14; R$ 1.116,50 ; R$ 1.116,50 
1000;184466;2023;17/03/2023;VF;1;PR014;VD024;5; R$ 203,49 ; R$ 203,49 
1000;184467;2023;17/03/2023;VF;1;PR019;VD043;12; R$ 604,79 ; R$ 604,79 
2000;184467;2023;16/03/2023;VF;2;PR003;VD039;5; R$ 354,50 ; R$ 354,50 
1000;184467;2023;16/03/2023;VF;3;PR054;VD019;4; R$ 217,56 ; R$ 217,56 
1000;184468;2023;16/03/2023;VF;1;PR003;VD030;5; R$ 386,41 ; R$ 386,41 
1000;184469;2023;15/03/2023;VF;1;PR033;VD025;2; R$ 550,99 ; R$ 550,99 
1000;184470;2023;15/03/2023;VF;1;PR054;VD028;5; R$ 274,45 ; R$ 274,45 
1000;184471;2023;14/03/2023;VF;1;PR050;VD043;4; R$ 132,92 ; R$ 132,92 
1000;184472;2023;14/03/2023;VF;1;PR029;VD021;6; R$ 1.683,00 ; R$ 1.683,00 
2000;184473;2023;14/03/2023;VF;1;PR057;VD033;6; R$ 566,37 ; R$ 566,37 
1000;184474;2023;14/03/2023;VF;1;PR006;VD028;16; R$ 689,47 ; R$ 689,47 
1000;184474;2023;14/03/2023;VF;2;PR006;VD032;8; R$ 347,93 ; R$ 347,93 
1000;184474;2023;14/03/2023;VF;3;PR014;VD028;7; R$ 290,47 ; R$ 290,47 
1000;184474;2023;13/03/2023;VF;4;PR027;VD042;8; R$ 960,00 ; R$ 960,00 
1000;184475;2023;13/03/2023;VF;1;PR004;VD012;4; R$ 620,60 ; R$ 620,60 
1000;184476;2023;12/03/2023;VF;1;PR020;VD018;10; R$ 3.118,96 ; R$ 3.118,96 
1000;184477;2023;12/03/2023;VF;1;PR004;VD032;14; R$ 2.172,10 ; R$ 2.172,10 
1000;184478;2023;12/03/2023;VF;1;PR014;VD036;3; R$ 124,49 ; R$ 124,49 
1000;184479;2023;12/03/2023;VF;1;PR033;VD011;12; R$ 3.149,99 ; R$ 3.149,99 
2000;184480;2023;12/03/2023;VF;1;PR049;VD021;5; R$ 164,50 ; R$ 164,50 
1000;184481;2023;12/03/2023;VF;1;PR021;VD045;16; R$ 5.088,72 ; R$ 5.088,72 
2000;184481;2023;12/03/2023;VF;2;PR018;VD017;8; R$ 268,46 ; R$ 268,46 
1000;184482;2023;11/03/2023;VF;1;PR038;VD028;6; R$ 908,84 ; R$ 908,84 
2000;184482;2023;11/03/2023;VF;2;PR037;VD019;5; R$ 707,00 ; R$ 707,00 
1000;184483;2023;10/03/2023;VF;1;PR041;VD024;10; R$ 576,45 ; R$ 576,45 
1000;184484;2023;10/03/2023;VF;1;PR014;VD034;6; R$ 260,95 ; R$ 260,95 
1000;184485;2023;10/03/2023;VF;1;PR002;VD041;8; R$ 609,53 ; R$ 609,53 
1000;184486;2023;10/03/2023;VF;1;PR023;VD035;6; R$ 1.604,36 ; R$ 1.604,36 
1000;184487;2023;10/03/2023;VF;1;PR008;VD043;8; R$ 726,39 ; R$ 726,39 
2000;184488;2023;10/03/2023;VF;1;PR053;VD037;8; R$ 415,17 ; R$ 415,17 
2000;184489;2023;10/03/2023;VF;1;PR014;VD026;3; R$ 129,28 ; R$ 129,28 
1000;184490;2023;10/03/2023;VF;1;PR028;VD015;2; R$ 544,78 ; R$ 544,78 
2000;184491;2023;10/03/2023;VF;1;PR059;VD028;8; R$ 1.440,00 ; R$ 1.440,00 
1000;184492;2023;09/03/2023;VF;1;PR053;VD031;6; R$ 329,34 ; R$ 329,34 
2000;184493;2023;09/03/2023;VF;1;PR005;VD046;14; R$ 3.674,99 ; R$ 3.674,99 
1000;184494;2023;09/03/2023;VF;1;PR016;VD047;6; R$ 158,51 ; R$ 158,51 
1000;184495;2023;09/03/2023;VF;1;PR019;VD023;8; R$ 407,18 ; R$ 407,18 
1000;184496;2023;08/03/2023;VF;1;PR049;VD028;2; R$ 69,75 ; R$ 69,75 
1000;184496;2023;08/03/2023;VF;2;PR036;VD043;4; R$ 381,48 ; R$ 381,48 
1000;184497;2023;07/03/2023;VF;1;PR027;VD019;1; R$ 122,40 ; R$ 122,40 
1000;184498;2023;07/03/2023;VF;1;PR028;VD020;14; R$ 3.533,59 ; R$ 3.533,59 
1000;184499;2023;07/03/2023;VF;1;PR022;VD010;20; R$ 6.060,00 ; R$ 6.060,00 
2000;184500;2023;07/03/2023;VF;1;PR059;VD010;8; R$ 1.584,00 ; R$ 1.584,00 
1000;184501;2023;06/03/2023;VF;1;PR059;VD029;18; R$ 3.564,00 ; R$ 3.564,00 
1000;184501;2023;06/03/2023;VF;2;PR056;VD011;12; R$ 1.121,95 ; R$ 1.121,95 
1000;184502;2023;06/03/2023;VF;1;PR033;VD027;6; R$ 1.699,75 ; R$ 1.699,75 
1000;184502;2023;05/03/2023;VF;2;PR021;VD038;2; R$ 605,80 ; R$ 605,80 
1000;184503;2023;05/03/2023;VF;1;PR045;VD018;6; R$ 443,70 ; R$ 443,70 
1000;184504;2023;05/03/2023;VF;1;PR055;VD019;6; R$ 560,98 ; R$ 560,98 
1000;184504;2023;05/03/2023;VF;2;PR017;VD013;9; R$ 282,56 ; R$ 282,56 
1000;184504;2023;04/03/2023;VF;3;PR039;VD040;4; R$ 601,52 ; R$ 601,52 
2000;184505;2023;04/03/2023;VF;1;PR060;VD037;10; R$ 1.818,00 ; R$ 1.818,00 
1000;184506;2023;03/03/2023;VF;1;PR029;VD013;7; R$ 1.963,50 ; R$ 1.963,50 
2000;184507;2023;03/03/2023;VF;1;PR009;VD011;14; R$ 1.365,63 ; R$ 1.365,63 
1000;184507;2023;03/03/2023;VF;2;PR050;VD033;6; R$ 205,30 ; R$ 205,30 
1000;184508;2023;03/03/2023;VF;1;PR004;VD021;8; R$ 1.264,40 ; R$ 1.264,40 
1000;184508;2023;03/03/2023;VF;2;PR017;VD045;9; R$ 269,10 ; R$ 269,10 
2000;184508;2023;02/03/2023;VF;3;PR054;VD049;8; R$ 403,19 ; R$ 403,19 
1000;184509;2023;02/03/2023;VF;1;PR028;VD033;8; R$ 2.119,15 ; R$ 2.119,15 
1000;184510;2023;01/03/2023;VF;1;PR037;VD024;6; R$ 924,00 ; R$ 924,00 
1000;184511;2023;01/03/2023;VF;1;PR011;VD012;3; R$ 143,51 ; R$ 143,51 
2000;184511;2023;01/03/2023;VF;2;PR047;VD037;6; R$ 1.808,98 ; R$ 1.808,98 
1000;184512;2023;28/02/2023;VF;1;PR036;VD027;7; R$ 693,77 ; R$ 693,77 
1000;184513;2023;28/02/2023;VF;1;PR027;VD034;6; R$ 720,00 ; R$ 720,00 
1000;184514;2023;27/02/2023;VF;1;PR018;VD017;8; R$ 268,46 ; R$ 268,46 
1000;184514;2023;27/02/2023;VF;2;PR043;VD038;14; R$ 1.035,30 ; R$ 1.035,30 
1000;184514;2023;27/02/2023;VF;3;PR023;VD046;12; R$ 3.058,78 ; R$ 3.058,78 
1000;184515;2023;26/02/2023;VF;1;PR014;VD019;18; R$ 718,20 ; R$ 718,20 
1000;184515;2023;26/02/2023;VF;2;PR028;VD029;9; R$ 2.406,54 ; R$ 2.406,54 
1000;184516;2023;25/02/2023;VF;1;PR054;VD015;2; R$ 100,80 ; R$ 100,80 
1000;184517;2023;25/02/2023;VF;1;PR010;VD018;10; R$ 475,94 ; R$ 475,94 
1000;184518;2023;25/02/2023;VF;1;PR042;VD026;3; R$ 164,70 ; R$ 164,70 
1000;184518;2023;25/02/2023;VF;2;PR039;VD044;2; R$ 312,44 ; R$ 312,44 
2000;184519;2023;25/02/2023;VF;1;PR010;VD047;2; R$ 91,60 ; R$ 91,60 
1000;184520;2023;25/02/2023;VF;1;PR046;VD024;10; R$ 3.043,95 ; R$ 3.043,95 
2000;184521;2023;25/02/2023;VF;1;PR059;VD019;7; R$ 1.285,20 ; R$ 1.285,20 
1000;184522;2023;25/02/2023;VF;1;PR048;VD034;20; R$ 6.145,88 ; R$ 6.145,88 
1000;184523;2023;24/02/2023;VF;1;PR047;VD048;10; R$ 3.159,91 ; R$ 3.159,91 
1000;184524;2023;24/02/2023;VF;1;PR029;VD014;9; R$ 2.340,90 ; R$ 2.340,90 
1000;184524;2023;24/02/2023;VF;2;PR053;VD043;6; R$ 299,40 ; R$ 299,40 
1000;184524;2023;23/02/2023;VF;3;PR005;VD047;2; R$ 556,19 ; R$ 556,19 
1000;184524;2023;23/02/2023;VF;4;PR039;VD020;2; R$ 292,00 ; R$ 292,00 
1000;184525;2023;22/02/2023;VF;1;PR031;VD031;8; R$ 2.097,20 ; R$ 2.097,20 
1000;184526;2023;22/02/2023;VF;1;PR056;VD022;10; R$ 961,93 ; R$ 961,93 
2000;184527;2023;22/02/2023;VF;1;PR018;VD025;2; R$ 70,41 ; R$ 70,41 
1000;184528;2023;22/02/2023;VF;1;PR055;VD020;10; R$ 925,97 ; R$ 925,97 
1000;184529;2023;21/02/2023;VF;1;PR047;VD046;2; R$ 585,60 ; R$ 585,60 
1000;184530;2023;21/02/2023;VF;1;PR027;VD044;8; R$ 998,40 ; R$ 998,40 
1000;184531;2023;21/02/2023;VF;1;PR047;VD029;5; R$ 1.492,99 ; R$ 1.492,99 
2000;184532;2023;21/02/2023;VF;1;PR022;VD021;2; R$ 636,00 ; R$ 636,00 
1000;184532;2023;20/02/2023;VF;2;PR050;VD010;16; R$ 573,78 ; R$ 573,78 
2000;184533;2023;20/02/2023;VF;1;PR019;VD030;18; R$ 934,13 ; R$ 934,13 
1000;184533;2023;20/02/2023;VF;2;PR030;VD043;18; R$ 4.912,11 ; R$ 4.912,11 
2000;184534;2023;20/02/2023;VF;1;PR030;VD021;12; R$ 3.181,18 ; R$ 3.181,18 
1000;184534;2023;20/02/2023;VF;2;PR026;VD043;10; R$ 3.743,93 ; R$ 3.743,93 
1000;184535;2023;19/02/2023;VF;1;PR025;VD021;16; R$ 5.182,27 ; R$ 5.182,27 
1000;184535;2023;19/02/2023;VF;2;PR039;VD019;20; R$ 3.036,80 ; R$ 3.036,80 
1000;184536;2023;19/02/2023;VF;1;PR046;VD022;4; R$ 1.171,20 ; R$ 1.171,20 
1000;184536;2023;19/02/2023;VF;2;PR043;VD016;20; R$ 1.595,00 ; R$ 1.595,00 
1000;184536;2023;19/02/2023;VF;3;PR048;VD023;3; R$ 887,09 ; R$ 887,09 
1000;184536;2023;19/02/2023;VF;4;PR039;VD025;10; R$ 1.533,00 ; R$ 1.533,00 
1000;184537;2023;19/02/2023;VF;1;PR060;VD030;9; R$ 1.717,20 ; R$ 1.717,20 
1000;184538;2023;19/02/2023;VF;1;PR053;VD043;5; R$ 254,49 ; R$ 254,49 
1000;184538;2023;18/02/2023;VF;2;PR057;VD034;2; R$ 194,18 ; R$ 194,18 
1000;184538;2023;18/02/2023;VF;3;PR031;VD046;5; R$ 1.323,00 ; R$ 1.323,00 
1000;184539;2023;18/02/2023;VF;1;PR025;VD033;10; R$ 3.088,97 ; R$ 3.088,97 
1000;184540;2023;18/02/2023;VF;1;PR052;VD011;4; R$ 213,57 ; R$ 213,57 
1000;184541;2023;17/02/2023;VF;1;PR001;VD037;6; R$ 399,35 ; R$ 399,35 
2000;184542;2023;17/02/2023;VF;1;PR004;VD041;18; R$ 2.871,00 ; R$ 2.871,00 
1000;184543;2023;17/02/2023;VF;1;PR038;VD010;5; R$ 714,50 ; R$ 714,50 
1000;184543;2023;16/02/2023;VF;2;PR007;VD011;2; R$ 180,39 ; R$ 180,39 
1000;184544;2023;16/02/2023;VF;1;PR018;VD036;10; R$ 355,32 ; R$ 355,32 
1000;184545;2023;16/02/2023;VF;1;PR039;VD026;10; R$ 1.518,40 ; R$ 1.518,40 
1000;184546;2023;15/02/2023;VF;1;PR022;VD041;9; R$ 2.808,00 ; R$ 2.808,00 
1000;184547;2023;15/02/2023;VF;1;PR007;VD020;18; R$ 1.623,51 ; R$ 1.623,51 
2000;184547;2023;15/02/2023;VF;2;PR059;VD036;8; R$ 1.512,00 ; R$ 1.512,00 
1000;184547;2023;15/02/2023;VF;3;PR006;VD038;12; R$ 526,68 ; R$ 526,68 
1000;184547;2023;14/02/2023;VF;4;PR017;VD013;9; R$ 285,25 ; R$ 285,25 
1000;184548;2023;14/02/2023;VF;1;PR015;VD032;3; R$ 140,25 ; R$ 140,25 
1000;184548;2023;13/02/2023;VF;2;PR051;VD041;12; R$ 418,49 ; R$ 418,49 
1000;184548;2023;13/02/2023;VF;3;PR028;VD011;16; R$ 4.238,30 ; R$ 4.238,30 
1000;184548;2023;13/02/2023;VF;4;PR052;VD043;6; R$ 329,34 ; R$ 329,34 
1000;184548;2023;13/02/2023;VF;5;PR026;VD045;4; R$ 1.511,57 ; R$ 1.511,57 
1000;184548;2023;13/02/2023;VF;6;PR007;VD043;20; R$ 1.735,18 ; R$ 1.735,18 
1000;184549;2023;13/02/2023;VF;1;PR031;VD026;16; R$ 4.194,40 ; R$ 4.194,40 
1000;184549;2023;13/02/2023;VF;2;PR002;VD030;16; R$ 1.118,40 ; R$ 1.118,40 
1000;184549;2023;13/02/2023;VF;3;PR028;VD023;7; R$ 1.819,27 ; R$ 1.819,27 
1000;184550;2023;13/02/2023;VF;1;PR042;VD042;3; R$ 179,52 ; R$ 179,52 
1000;184551;2023;13/02/2023;VF;1;PR016;VD028;20; R$ 554,26 ; R$ 554,26 
1000;184551;2023;13/02/2023;VF;2;PR029;VD032;14; R$ 3.677,10 ; R$ 3.677,10 
1000;184551;2023;13/02/2023;VF;3;PR005;VD043;6; R$ 1.590,59 ; R$ 1.590,59 
1000;184552;2023;13/02/2023;VF;1;PR036;VD016;9; R$ 866,75 ; R$ 866,75 
1000;184552;2023;12/02/2023;VF;2;PR011;VD024;8; R$ 390,21 ; R$ 390,21 
1000;184553;2023;12/02/2023;VF;1;PR042;VD029;7; R$ 391,99 ; R$ 391,99 
1000;184554;2023;12/02/2023;VF;1;PR024;VD036;5; R$ 1.377,47 ; R$ 1.377,47 
1000;184554;2023;12/02/2023;VF;2;PR055;VD042;10; R$ 899,00 ; R$ 899,00 
1000;184554;2023;12/02/2023;VF;3;PR031;VD039;7; R$ 1.835,05 ; R$ 1.835,05 
1000;184554;2023;12/02/2023;VF;4;PR051;VD011;4; R$ 131,60 ; R$ 131,60 
1000;184555;2023;12/02/2023;VF;1;PR007;VD021;2; R$ 171,80 ; R$ 171,80 
1000;184556;2023;11/02/2023;VF;1;PR018;VD016;8; R$ 286,89 ; R$ 286,89 
1000;184557;2023;11/02/2023;VF;1;PR014;VD045;3; R$ 129,28 ; R$ 129,28 
1000;184558;2023;11/02/2023;VF;1;PR024;VD041;10; R$ 2.754,94 ; R$ 2.754,94 
1000;184558;2023;11/02/2023;VF;2;PR031;VD049;10; R$ 2.646,00 ; R$ 2.646,00 
1000;184559;2023;10/02/2023;VF;1;PR021;VD021;2; R$ 623,97 ; R$ 623,97 
2000;184559;2023;10/02/2023;VF;2;PR012;VD046;4; R$ 215,16 ; R$ 215,16 
1000;184559;2023;09/02/2023;VF;3;PR037;VD027;10; R$ 1.442,00 ; R$ 1.442,00 
1000;184559;2023;09/02/2023;VF;4;PR051;VD017;8; R$ 276,36 ; R$ 276,36 
1000;184560;2023;09/02/2023;VF;1;PR016;VD033;14; R$ 362,60 ; R$ 362,60 
1000;184560;2023;09/02/2023;VF;2;PR019;VD031;20; R$ 1.097,80 ; R$ 1.097,80 
1000;184560;2023;08/02/2023;VF;3;PR018;VD029;6; R$ 217,14 ; R$ 217,14 
1000;184560;2023;08/02/2023;VF;4;PR045;VD021;20; R$ 1.479,00 ; R$ 1.479,00 
1000;184561;2023;08/02/2023;VF;1;PR020;VD013;12; R$ 3.598,80 ; R$ 3.598,80 
1000;184562;2023;08/02/2023;VF;1;PR049;VD022;14; R$ 483,63 ; R$ 483,63 
1000;184563;2023;08/02/2023;VF;1;PR048;VD026;1; R$ 304,40 ; R$ 304,40 
2000;184564;2023;08/02/2023;VF;1;PR060;VD033;8; R$ 1.526,40 ; R$ 1.526,40 
1000;184565;2023;08/02/2023;VF;1;PR021;VD016;18; R$ 5.561,24 ; R$ 5.561,24 
1000;184566;2023;08/02/2023;VF;1;PR035;VD049;16; R$ 1.564,77 ; R$ 1.564,77 
1000;184567;2023;08/02/2023;VF;1;PR012;VD036;2; R$ 98,78 ; R$ 98,78 
1000;184567;2023;07/02/2023;VF;2;PR018;VD046;2; R$ 66,46 ; R$ 66,46 
1000;184568;2023;07/02/2023;VF;1;PR057;VD042;6; R$ 577,16 ; R$ 577,16 
1000;184569;2023;07/02/2023;VF;1;PR018;VD046;2; R$ 71,06 ; R$ 71,06 
1000;184569;2023;07/02/2023;VF;2;PR053;VD039;14; R$ 761,47 ; R$ 761,47 
1000;184570;2023;07/02/2023;VF;1;PR053;VD029;9; R$ 480,54 ; R$ 480,54 
1000;184571;2023;07/02/2023;VF;1;PR004;VD049;2; R$ 307,40 ; R$ 307,40 
2000;184571;2023;07/02/2023;VF;2;PR005;VD036;4; R$ 1.050,00 ; R$ 1.050,00 
1000;184572;2023;07/02/2023;VF;1;PR030;VD018;5; R$ 1.403,46 ; R$ 1.403,46 
2000;184573;2023;07/02/2023;VF;1;PR013;VD015;6; R$ 258,55 ; R$ 258,55 
1000;184574;2023;07/02/2023;VF;1;PR007;VD029;9; R$ 811,76 ; R$ 811,76 
1000;184575;2023;07/02/2023;VF;1;PR035;VD040;3; R$ 279,68 ; R$ 279,68 
1000;184575;2023;06/02/2023;VF;2;PR030;VD010;20; R$ 5.301,96 ; R$ 5.301,96 
1000;184576;2023;06/02/2023;VF;1;PR018;VD046;14; R$ 474,42 ; R$ 474,42 
1000;184577;2023;06/02/2023;VF;1;PR016;VD044;16; R$ 430,98 ; R$ 430,98 
1000;184578;2023;06/02/2023;VF;1;PR030;VD032;16; R$ 4.574,24 ; R$ 4.574,24 
1000;184579;2023;06/02/2023;VF;1;PR056;VD018;20; R$ 1.833,96 ; R$ 1.833,96 
1000;184579;2023;06/02/2023;VF;2;PR037;VD048;12; R$ 1.764,00 ; R$ 1.764,00 
1000;184580;2023;06/02/2023;VF;1;PR031;VD032;14; R$ 3.430,00 ; R$ 3.430,00 
2000;184580;2023;05/02/2023;VF;2;PR016;VD027;6; R$ 170,94 ; R$ 170,94 
1000;184581;2023;05/02/2023;VF;1;PR054;VD032;6; R$ 329,34 ; R$ 329,34 
1000;184582;2023;04/02/2023;VF;1;PR035;VD038;2; R$ 190,11 ; R$ 190,11 
1000;184582;2023;04/02/2023;VF;2;PR014;VD016;1; R$ 42,29 ; R$ 42,29 
1000;184583;2023;04/02/2023;VF;1;PR009;VD031;16; R$ 1.516,13 ; R$ 1.516,13 
1000;184584;2023;03/02/2023;VF;1;PR053;VD036;18; R$ 961,07 ; R$ 961,07 
1000;184585;2023;03/02/2023;VF;1;PR051;VD038;8; R$ 271,10 ; R$ 271,10 
1000;184585;2023;03/02/2023;VF;2;PR006;VD035;5; R$ 215,46 ; R$ 215,46 
1000;184586;2023;03/02/2023;VF;1;PR046;VD040;2; R$ 614,59 ; R$ 614,59 
1000;184587;2023;03/02/2023;VF;1;PR001;VD020;12; R$ 806,62 ; R$ 806,62 
1000;184587;2023;03/02/2023;VF;2;PR022;VD036;4; R$ 1.212,00 ; R$ 1.212,00 
1000;184588;2023;03/02/2023;VF;1;PR012;VD036;20; R$ 987,78 ; R$ 987,78 
1000;184589;2023;03/02/2023;VF;1;PR031;VD044;4; R$ 1.038,80 ; R$ 1.038,80 
1000;184590;2023;03/02/2023;VF;1;PR052;VD044;16; R$ 814,37 ; R$ 814,37 
1000;184591;2023;03/02/2023;VF;1;PR005;VD027;3; R$ 810,89 ; R$ 810,89 
2000;184592;2023;03/02/2023;VF;1;PR037;VD045;9; R$ 1.386,00 ; R$ 1.386,00 
1000;184592;2023;02/02/2023;VF;2;PR014;VD036;10; R$ 414,96 ; R$ 414,96 
1000;184593;2023;02/02/2023;VF;1;PR013;VD036;16; R$ 670,32 ; R$ 670,32 
2000;184593;2023;02/02/2023;VF;2;PR001;VD030;20; R$ 1.423,44 ; R$ 1.423,44 
1000;184594;2023;02/02/2023;VF;1;PR029;VD024;4; R$ 1.060,80 ; R$ 1.060,80 
1000;184595;2023;01/02/2023;VF;1;PR008;VD014;10; R$ 899,00 ; R$ 899,00 
1000;184596;2023;01/02/2023;VF;1;PR004;VD042;2; R$ 301,60 ; R$ 301,60 
1000;184596;2023;01/02/2023;VF;2;PR007;VD045;14; R$ 1.226,65 ; R$ 1.226,65 
1000;184597;2023;01/02/2023;VF;1;PR060;VD011;10; R$ 1.926,00 ; R$ 1.926,00 
1000;184598;2023;01/02/2023;VF;1;PR057;VD036;10; R$ 979,91 ; R$ 979,91 
1000;184599;2023;31/01/2023;VF;1;PR036;VD017;10; R$ 981,75 ; R$ 981,75 
1000;184599;2023;31/01/2023;VF;2;PR045;VD019;4; R$ 292,90 ; R$ 292,90 
1000;184600;2023;31/01/2023;VF;1;PR058;VD029;18; R$ 3.434,40 ; R$ 3.434,40 
1000;184600;2023;31/01/2023;VF;2;PR010;VD046;14; R$ 666,32 ; R$ 666,32 
1000;184601;2023;30/01/2023;VF;1;PR036;VD017;5; R$ 486,20 ; R$ 486,20 
1000;184602;2023;30/01/2023;VF;1;PR014;VD048;4; R$ 172,37 ; R$ 172,37 
1000;184603;2023;30/01/2023;VF;1;PR041;VD042;2; R$ 120,78 ; R$ 120,78 
1000;184604;2023;30/01/2023;VF;1;PR019;VD034;7; R$ 373,75 ; R$ 373,75 
1000;184605;2023;30/01/2023;VF;1;PR024;VD048;3; R$ 795,29 ; R$ 795,29 
1000;184606;2023;29/01/2023;VF;1;PR044;VD046;14; R$ 1.055,60 ; R$ 1.055,60 
1000;184607;2023;29/01/2023;VF;1;PR042;VD048;7; R$ 399,67 ; R$ 399,67 
2000;184607;2023;29/01/2023;VF;2;PR014;VD017;10; R$ 438,90 ; R$ 438,90 
1000;184608;2023;29/01/2023;VF;1;PR015;VD022;6; R$ 262,65 ; R$ 262,65 
1000;184609;2023;29/01/2023;VF;1;PR025;VD034;4; R$ 1.295,57 ; R$ 1.295,57 
1000;184610;2023;29/01/2023;VF;1;PR001;VD022;9; R$ 640,55 ; R$ 640,55 
1000;184611;2023;29/01/2023;VF;1;PR013;VD019;20; R$ 869,82 ; R$ 869,82 
1000;184612;2023;29/01/2023;VF;1;PR058;VD042;3; R$ 577,80 ; R$ 577,80 
2000;184613;2023;29/01/2023;VF;1;PR053;VD022;4; R$ 217,56 ; R$ 217,56 
1000;184614;2023;29/01/2023;VF;1;PR047;VD025;2; R$ 631,98 ; R$ 631,98 
1000;184615;2023;29/01/2023;VF;1;PR044;VD026;7; R$ 522,73 ; R$ 522,73 
1000;184616;2023;29/01/2023;VF;1;PR050;VD039;12; R$ 410,59 ; R$ 410,59 
1000;184616;2023;29/01/2023;VF;2;PR042;VD040;8; R$ 447,98 ; R$ 447,98 
2000;184616;2023;28/01/2023;VF;3;PR003;VD038;2; R$ 143,22 ; R$ 143,22 
1000;184617;2023;28/01/2023;VF;1;PR010;VD025;6; R$ 274,79 ; R$ 274,79 
